accepted_species,genus,family,n_islands,n_records
Abies recurvata,Abies,Pinaceae,2,4
Abies religiosa,Abies,Pinaceae,3,9
Abies sachalinensis,Abies,Pinaceae,14,1336
Abies sibirica,Abies,Pinaceae,14,52
Abies spectabilis,Abies,Pinaceae,3,8
Abies squamata,Abies,Pinaceae,1,1
Abies veitchii,Abies,Pinaceae,10,4148
Abies vejarii,Abies,Pinaceae,1,9
Abies vilmorinii,Abies,Pinaceae,2,4
Abildgaardia macrantha,Abildgaardia,Cyperaceae,4,19
Abildgaardia mexicana,Abildgaardia,Cyperaceae,1,4
Abildgaardia ovata,Abildgaardia,Cyperaceae,66,406
Abildgaardia oxystachya,Abildgaardia,Cyperaceae,4,8
Abildgaardia pachyptera,Abildgaardia,Cyperaceae,3,7
Abildgaardia schoenoides,Abildgaardia,Cyperaceae,5,19
Abildgaardia triflora,Abildgaardia,Cyperaceae,1,1
Abildgaardia vaginata,Fimbristylis,Cyperaceae,1,2
Abrahamia antongilensis,Abrahamia,Anacardiaceae,1,13
Abrahamia betamponensis,Abrahamia,Anacardiaceae,1,9
Abrahamia buxifolia,Abrahamia,Anacardiaceae,1,100
Abrahamia capuronii,Abrahamia,Anacardiaceae,1,41
Abrahamia darainensis,Abrahamia,Anacardiaceae,1,6
Abrahamia deflexa,Abrahamia,Anacardiaceae,1,86
Abrahamia delphinensis,Abrahamia,Anacardiaceae,1,67
Abrahamia ditimena,Abrahamia,Anacardiaceae,1,507
Abrahamia ellipticarpa,Abrahamia,Anacardiaceae,1,11
Abrahamia elongata,Abrahamia,Anacardiaceae,3,99
Abrahamia grandidieri,Abrahamia,Anacardiaceae,1,206
Abrahamia humbertii,Abrahamia,Anacardiaceae,1,36
Abrahamia ibityensis,Abrahamia,Anacardiaceae,1,61
Abrahamia itremoensis,Abrahamia,Anacardiaceae,1,28
Abrahamia latifolia,Abrahamia,Anacardiaceae,2,33
Abrahamia lecomtei,Abrahamia,Anacardiaceae,1,65
Abrahamia lenticellata,Abrahamia,Anacardiaceae,2,134
Abrahamia littoralis,Abrahamia,Anacardiaceae,1,64
Abrahamia lokobensis,Abrahamia,Anacardiaceae,2,21
Abrahamia longipetiolata,Abrahamia,Anacardiaceae,1,20
Abrahamia louvelii,Abrahamia,Anacardiaceae,1,12
Abrahamia minutifolia,Abrahamia,Anacardiaceae,1,113
Abrahamia nitida,Abrahamia,Anacardiaceae,2,80
Abrahamia oblongifolia,Abrahamia,Anacardiaceae,2,32
Abrahamia patrickii,Abrahamia,Anacardiaceae,1,9
Abrahamia pauciflora,Abrahamia,Anacardiaceae,2,24
Abrahamia phillipsonii,Abrahamia,Anacardiaceae,1,82
Abrahamia revoluta,Abrahamia,Anacardiaceae,1,9
Abrahamia sambiranensis,Abrahamia,Anacardiaceae,1,37
Abrahamia sericea,Abrahamia,Anacardiaceae,2,272
Abrahamia suarezensis,Abrahamia,Anacardiaceae,1,117
Abrahamia thouvenotii,Abrahamia,Anacardiaceae,1,277
Abrahamia turkii,Abrahamia,Anacardiaceae,1,57
Abrahamia viguieri,Abrahamia,Anacardiaceae,1,67
Abrodictyum angustimarginatum,Abrodictyum,Hymenophyllaceae,1,16
Abrodictyum asae-grayi,Abrodictyum,Hymenophyllaceae,12,31
Abrodictyum boninense,Abrodictyum,Hymenophyllaceae,1,1
Abrodictyum brassii,Abrodictyum,Hymenophyllaceae,3,3
Abrodictyum caespifrons,Abrodictyum,Hymenophyllaceae,3,5
Abrodictyum caudatum,Abrodictyum,Hymenophyllaceae,15,153
Abrodictyum clathratum,Abrodictyum,Hymenophyllaceae,2,34
Abrodictyum cumingii,Abrodictyum,Hymenophyllaceae,16,105
Abrodictyum cylindratum,Abrodictyum,Hymenophyllaceae,1,11
Abrodictyum dentatum,Abrodictyum,Hymenophyllaceae,29,292
Abrodictyum dregei,Abrodictyum,Hymenophyllaceae,7,13
Abrodictyum elongatum,Abrodictyum,Hymenophyllaceae,13,607
Abrodictyum extravagans,Abrodictyum,Hymenophyllaceae,3,4
Abrodictyum flavofuscum,Abrodictyum,Hymenophyllaceae,4,90
Abrodictyum franceae,Abrodictyum,Hymenophyllaceae,1,24
Abrodictyum guineense,Abrodictyum,Hymenophyllaceae,2,5
Abrodictyum idoneum,Abrodictyum,Hymenophyllaceae,7,40
Abrodictyum inexpectatum,Abrodictyum,Hymenophyllaceae,1,5
Abrodictyum laetum,Abrodictyum,Hymenophyllaceae,1,46
Abrodictyum obscurum,Abrodictyum,Hymenophyllaceae,73,1241
Abrodictyum pachyphlebium,Abrodictyum,Hymenophyllaceae,1,38
Abrodictyum parviflorum,Abrodictyum,Hymenophyllaceae,26,529
Abrodictyum pluma,Abrodictyum,Hymenophyllaceae,21,135
Abrodictyum rigidum,Abrodictyum,Hymenophyllaceae,22,76
Abrodictyum saxatile,Abrodictyum,Hymenophyllaceae,1,11
Abrodictyum schlechteri,Abrodictyum,Hymenophyllaceae,6,57
Abrodictyum setaceum,Abrodictyum,Hymenophyllaceae,4,31
Abrodictyum setigerum,Abrodictyum,Hymenophyllaceae,2,10
Abrodictyum siamense,Abrodictyum,Hymenophyllaceae,2,35
Abrodictyum strictum,Abrodictyum,Hymenophyllaceae,11,983
Abrodictyum tamarisciforme,Abrodictyum,Hymenophyllaceae,3,130
Abrodictyum truncatum,Abrodictyum,Hymenophyllaceae,1,7
Abroma augustum,Abroma,Malvaceae,39,212
Abroma fastuosum,Abroma,Malvaceae,1,1
Abroma molle,Abroma,Malvaceae,2,5
Abronia alba,Abronia,Nyctaginaceae,3,21
Abronia gracilis,Abronia,Nyctaginaceae,3,6
Abronia latifolia,Abronia,Nyctaginaceae,1,1
Abronia maritima,Abronia,Nyctaginaceae,27,397
Abronia umbellata,Abronia,Nyctaginaceae,4,207
Abronia villosa,Abronia,Nyctaginaceae,1,1
Abrophyllum ornans,Abrophyllum,Rousseaceae,4,5
Abrotanella caespitosa,Abrotanella,Asteraceae,3,209
Abrotanella emarginata,Abrotanella,Asteraceae,1,12
Abrotanella fertilis,Abrotanella,Asteraceae,2,42
Abrotanella forsterioides,Abrotanella,Asteraceae,1,5
Abrotanella forsteroides,Abrotanella,Asteraceae,1,366
Abrotanella inconspicua,Abrotanella,Asteraceae,1,133
Abrotanella linearis,Abrotanella,Asteraceae,4,349
Abrotanella muscosa,Abrotanella,Asteraceae,2,18
Abrotanella nivigena,Abrotanella,Asteraceae,1,11
Abrotanella papuana,Abrotanella,Asteraceae,1,15
Abrotanella patearoa,Abrotanella,Asteraceae,1,12
Abrotanella pusilla,Abrotanella,Asteraceae,4,55
Abrotanella rostrata,Abrotanella,Asteraceae,1,24
Abrotanella rosulata,Abrotanella,Asteraceae,2,14
Abrotanella scapigera,Abrotanella,Asteraceae,1,205
Abrotanella spathulata,Abrotanella,Asteraceae,4,46
Abrus,Abrus,Fabaceae,1,1
Abrus aureus,Abrus,Fabaceae,1,263
Abrus diversifoliatus,Abrus,Fabaceae,1,2
Abrus diversifoliolatus,Abrus,Fabaceae,1,1
Abrus fruticulosus,Abrus,Fabaceae,7,24
Abrus laevigatus,Abrus,Fabaceae,1,2
Abrus madagascariensis,Abrus,Fabaceae,1,45
Abrus melanospermus,Abrus,Fabaceae,5,44
Abrus parvifolius,Abrus,Fabaceae,1,8
Abrus precatorius,Abrus,Fabaceae,193,1618
Abrus pulchellus,Abrus,Fabaceae,3,7
Abrus sambiranensis,Abrus,Fabaceae,1,18
Abuta dwyeriana,Abuta,Menispermaceae,1,1
Abuta panamensis,Abuta,Menispermaceae,1,3
Abuta racemosa,Abuta,Menispermaceae,1,6
Abuta seemannii,Abuta,Menispermaceae,1,7
Abutilon abutiloides,Abutilon,Malvaceae,3,9
Abutilon albidum,Abutilon,Malvaceae,1,12
Abutilon angulatum,Abutilon,Malvaceae,2,24
Abutilon auritum,Abutilon,Malvaceae,11,41
Abutilon australiense,Abutilon,Malvaceae,36,68
Abutilon bidentatum,Abutilon,Malvaceae,3,16
Abutilon bivalve,Abutilon,Malvaceae,1,5
Abutilon californicum,Abutilon,Malvaceae,11,58
Abutilon depauperatum,Abutilon,Malvaceae,1,1
Abutilon dugesii,Abutilon,Malvaceae,2,2
Abutilon eremitopetalum,Abutilon,Malvaceae,2,4
Abutilon exstipulare,Abutilon,Malvaceae,1,454
Abutilon fraseri,Abutilon,Malvaceae,3,3
Abutilon fruticosum,Abutilon,Malvaceae,7,23
Abutilon geranioides,Abutilon,Malvaceae,3,9
Abutilon giganteum,Abutilon,Malvaceae,1,3
Abutilon grandidentatum,Abutilon,Malvaceae,2,2
Abutilon grandiflorum,Abutilon,Malvaceae,7,12
Abutilon grandifolium,Abutilon,Malvaceae,32,930
Abutilon greveanum,Abutilon,Malvaceae,1,29
Abutilon guineense,Abutilon,Malvaceae,32,67
Abutilon hannii,Abutilon,Malvaceae,2,7
Abutilon hirtum,Abutilon,Malvaceae,17,91
Abutilon hulseanum,Abutilon,Malvaceae,2,10
Abutilon hybridum,Abutilon,Malvaceae,4,13
Abutilon incanum,Abutilon,Malvaceae,11,119
Abutilon indicum,Abutilon,Malvaceae,121,1033
Abutilon julianae,Abutilon,Malvaceae,2,8
Abutilon lauraster,Abutilon,Malvaceae,1,16
Abutilon lepidum,Abutilon,Malvaceae,7,17
Abutilon leucopetalum,Abutilon,Malvaceae,2,3
Abutilon listeri,Abutilon,Malvaceae,1,10
Abutilon longicuspe,Abutilon,Malvaceae,1,1
Abutilon mauritianum,Abutilon,Malvaceae,6,10
Abutilon menziesii,Abutilon,Malvaceae,5,50
Abutilon mollissimum,Abutilon,Malvaceae,1,3
Abutilon otocarpum,Abutilon,Malvaceae,1,5
Abutilon oxycarpum,Abutilon,Malvaceae,3,5
Abutilon palmeri,Abutilon,Malvaceae,7,25
Abutilon pannosum,Abutilon,Malvaceae,14,43
Abutilon persicum,Abutilon,Malvaceae,1,1
Abutilon pilosicalyx,Abutilon,Malvaceae,1,1
Abutilon pitcairnense,Abutilon,Malvaceae,1,1
Abutilon pseudocleistogamum,Abutilon,Malvaceae,2,143
Abutilon ramosum,Abutilon,Malvaceae,1,22
Abutilon reflexum,Abutilon,Malvaceae,1,8
Abutilon sachetianum,Abutilon,Malvaceae,7,14
Abutilon sandwicense,Abutilon,Malvaceae,3,12
Abutilon sonneratianum,Abutilon,Malvaceae,2,4
Abutilon striatum,Abutilon,Malvaceae,6,11
Abutilon theophrasti,Abutilon,Malvaceae,100,1436
Abutilon trisulcatum,Abutilon,Malvaceae,3,3
Abutilon viscosum,Abutilon,Malvaceae,8,72
Abutilon whistleri,Abutilon,Malvaceae,1,3
Acacia Kununurra,Acacia,Fabaceae,1,1
Acacia Pine-Islet,Acacia,Fabaceae,1,2
Acacia acinacea,Acacia,Fabaceae,4,218
Acacia acuminata,Acacia,Fabaceae,3,7
Acacia adenogonia,Acacia,Fabaceae,2,10
Acacia adoxa,Acacia,Fabaceae,1,1
Acacia alata,Acacia,Fabaceae,1,1
Acacia alcockii,Acacia,Fabaceae,1,2
Acacia alleniana,Acacia,Fabaceae,4,58
Acacia amblygona,Acacia,Fabaceae,2,21
Acacia ampliceps,Acacia,Fabaceae,11,51
Acacia anceps,Acacia,Fabaceae,4,17
Acacia ancistrocarpa,Acacia,Fabaceae,2,6
Acacia aneura,Acacia,Fabaceae,2,5
Acacia arida,Acacia,Fabaceae,5,13
Acacia aspera,Acacia,Fabaceae,1,1
Acacia attenuata,Acacia,Fabaceae,1,2
Acacia aulacocarpa,Acacia,Fabaceae,19,158
Acacia auriculiformis,Acacia,Fabaceae,99,1287
Acacia axillaris,Acacia,Fabaceae,1,651
Acacia baileyana,Acacia,Fabaceae,22,461
Acacia bakeri,Acacia,Fabaceae,1,1
Acacia baueri,Acacia,Fabaceae,3,31
Acacia betchei,Acacia,Fabaceae,1,1
Acacia binervata,Acacia,Fabaceae,2,3
Acacia binervia,Acacia,Fabaceae,1,1
Acacia bivenosa,Acacia,Fabaceae,21,241
Acacia boormanii,Acacia,Fabaceae,2,15
Acacia brachybotrya,Acacia,Fabaceae,3,67
Acacia brassii,Acacia,Fabaceae,6,45
Acacia bulbosa,Acacia,Fabaceae,1,1
Acacia buxifolia,Acacia,Fabaceae,2,4
Acacia caesiella,Acacia,Fabaceae,1,1
Acacia calamifolia,Acacia,Fabaceae,5,25
Acacia calyculata,Acacia,Fabaceae,1,6
Acacia cardiophylla,Acacia,Fabaceae,2,6
Acacia cataractae,Acacia,Fabaceae,1,1
Acacia celsa,Acacia,Fabaceae,1,1
Acacia cincinnata,Acacia,Fabaceae,2,3
Acacia clunies-rossiae,Acacia,Fabaceae,2,3
Acacia cochlearis,Acacia,Fabaceae,1,7
Acacia cognata,Acacia,Fabaceae,2,7
Acacia colei,Acacia,Fabaceae,3,17
Acacia complanata,Acacia,Fabaceae,3,9
Acacia concurrens,Acacia,Fabaceae,10,44
Acacia conferta,Acacia,Fabaceae,1,28
Acacia confusa,Acacia,Fabaceae,49,4121
Acacia conniana,Acacia,Fabaceae,2,7
Acacia conspersa,Acacia,Fabaceae,2,4
Acacia continua,Acacia,Fabaceae,2,3
Acacia coriacea,Acacia,Fabaceae,19,186
Acacia cowleana,Acacia,Fabaceae,1,2
Acacia crassa,Acacia,Fabaceae,1,19
Acacia crassicarpa,Acacia,Fabaceae,23,329
Acacia cretata,Acacia,Fabaceae,1,2
Acacia cultriformis,Acacia,Fabaceae,6,15
Acacia cupularis,Acacia,Fabaceae,7,109
Acacia cyclops,Acacia,Fabaceae,20,177
Acacia dealbata,Acacia,Fabaceae,70,10952
Acacia deanei,Acacia,Fabaceae,2,5
Acacia decora,Acacia,Fabaceae,3,13
Acacia decurrens,Acacia,Fabaceae,18,226
Acacia delibrata,Acacia,Fabaceae,2,9
Acacia delicatula,Acacia,Fabaceae,1,5
Acacia deltoidea,Acacia,Fabaceae,7,21
Acacia dentifera,Acacia,Fabaceae,1,1
Acacia derwentiana,Acacia,Fabaceae,1,91
Acacia dictyocarpa,Acacia,Fabaceae,1,1
Acacia didyma,Acacia,Fabaceae,1,1
Acacia dietrichiana,Acacia,Fabaceae,1,1
Acacia difficilis,Acacia,Fabaceae,12,387
Acacia dimidiata,Acacia,Fabaceae,12,77
Acacia disparrima,Acacia,Fabaceae,18,98
Acacia dissimilis,Acacia,Fabaceae,1,1
Acacia dodonaeifolia,Acacia,Fabaceae,3,105
Acacia doratoxylon,Acacia,Fabaceae,1,1
Acacia drepanocarpa,Acacia,Fabaceae,1,2
Acacia drummondii,Acacia,Fabaceae,2,4
Acacia dunnii,Acacia,Fabaceae,3,3
Acacia elata,Acacia,Fabaceae,6,90
Acacia elongata,Acacia,Fabaceae,1,1
Acacia ensifolia,Acacia,Fabaceae,1,1
Acacia euthycarpa,Acacia,Fabaceae,1,330
Acacia excelsa,Acacia,Fabaceae,1,1
Acacia falcata,Acacia,Fabaceae,5,11
Acacia falciformis,Acacia,Fabaceae,2,8
Acacia farinosa,Acacia,Fabaceae,1,75
Acacia fasciculifera,Acacia,Fabaceae,3,13
Acacia filicifolia,Acacia,Fabaceae,1,2
Acacia fimbriata,Acacia,Fabaceae,6,31
Acacia flavescens,Acacia,Fabaceae,14,121
Acacia floribunda,Acacia,Fabaceae,10,153
Acacia galeata,Acacia,Fabaceae,2,5
Acacia galioides,Acacia,Fabaceae,7,27
Acacia gardneri,Acacia,Fabaceae,2,3
Acacia genistifolia,Acacia,Fabaceae,13,1617
Acacia glandulicarpa,Acacia,Fabaceae,1,1
Acacia glaucoptera,Acacia,Fabaceae,1,1
Acacia gonocarpa,Acacia,Fabaceae,13,137
Acacia gonoclada,Acacia,Fabaceae,4,8
Acacia grasbyi,Acacia,Fabaceae,1,2
Acacia gregorii,Acacia,Fabaceae,3,86
Acacia gunnii,Acacia,Fabaceae,2,355
Acacia hakeoides,Acacia,Fabaceae,1,1
Acacia hammondii,Acacia,Fabaceae,9,39
Acacia hemignosta,Acacia,Fabaceae,1,1
Acacia hemsleyi,Acacia,Fabaceae,7,21
Acacia heterochroa,Acacia,Fabaceae,1,1
Acacia heteroclita,Acacia,Fabaceae,1,1
Acacia heterophylla,Acacia,Fabaceae,2,1514
Acacia hilliana,Acacia,Fabaceae,1,1
Acacia hippuroides,Acacia,Fabaceae,6,22
Acacia hispidula,Acacia,Fabaceae,1,1
Acacia holosericea,Acacia,Fabaceae,34,130
Acacia homaloclada,Acacia,Fabaceae,1,21
Acacia howittii,Acacia,Fabaceae,4,68
Acacia hubbardiana,Acacia,Fabaceae,1,1
Acacia humifusa,Acacia,Fabaceae,19,83
Acacia hylonoma,Acacia,Fabaceae,1,1
Acacia idiomorpha,Acacia,Fabaceae,1,8
Acacia imbricata,Acacia,Fabaceae,2,2
Acacia implexa,Acacia,Fabaceae,5,9
Acacia inaequilatera,Acacia,Fabaceae,5,24
Acacia irrorata,Acacia,Fabaceae,3,5
Acacia iteaphylla,Acacia,Fabaceae,5,15
Acacia jackesiana,Acacia,Fabaceae,1,7
Acacia julifera,Acacia,Fabaceae,8,68
Acacia juncifolia,Acacia,Fabaceae,1,2
Acacia kelleri,Acacia,Fabaceae,1,1
Acacia kenneallyi,Acacia,Fabaceae,2,9
Acacia kettlewelliae,Acacia,Fabaceae,1,1
Acacia koa,Acacia,Fabaceae,7,2293
Acacia lamprocarpa,Acacia,Fabaceae,38,660
Acacia lasiocarpa,Acacia,Fabaceae,1,1
Acacia latescens,Acacia,Fabaceae,16,356
Acacia latifolia,Acacia,Fabaceae,9,48
Acacia leiocalyx,Acacia,Fabaceae,12,147
Acacia leioderma,Acacia,Fabaceae,1,2
Acacia leiophylla,Acacia,Fabaceae,3,288
Acacia leprosa,Acacia,Fabaceae,4,1331
Acacia leptocarpa,Acacia,Fabaceae,43,607
Acacia leptophleba,Acacia,Fabaceae,1,2
Acacia leptospermoides,Acacia,Fabaceae,1,7
Acacia leptostachya,Acacia,Fabaceae,10,90
Acacia leucolobia,Acacia,Fabaceae,1,1
Acacia ligulata,Acacia,Fabaceae,15,75
Acacia limbata,Acacia,Fabaceae,1,1
Acacia linarioides,Acacia,Fabaceae,5,22
Acacia linifolia,Acacia,Fabaceae,1,1
Acacia littorea,Acacia,Fabaceae,1,4
Acacia longifolia,Acacia,Fabaceae,68,2716
Acacia longispicata,Acacia,Fabaceae,1,1
Acacia longissima,Acacia,Fabaceae,2,13
Acacia lycopodiifolia,Acacia,Fabaceae,2,5
Acacia lysiphloia,Acacia,Fabaceae,2,4
Acacia macradenia,Acacia,Fabaceae,1,1
Acacia maidenii,Acacia,Fabaceae,5,30
Acacia maitlandii,Acacia,Fabaceae,1,1
Acacia mangium,Acacia,Fabaceae,69,543
Acacia mathuataensis,Acacia,Fabaceae,1,1
Acacia mearnsii,Acacia,Fabaceae,53,3890
Acacia melanoxylon,Acacia,Fabaceae,71,11898
Acacia merinthophora,Acacia,Fabaceae,1,1
Acacia microbotrya,Acacia,Fabaceae,1,1
Acacia microcarpa,Acacia,Fabaceae,2,4
Acacia midgleyi,Acacia,Fabaceae,3,3
Acacia mimula,Acacia,Fabaceae,5,39
Acacia minniritchi,Acacia,Fabaceae,2,7
Acacia mitchellii,Acacia,Fabaceae,1,1
Acacia monticola,Acacia,Fabaceae,2,3
Acacia mucronata,Acacia,Fabaceae,20,2975
Acacia multisiliqua,Acacia,Fabaceae,27,140
Acacia myrtifolia,Acacia,Fabaceae,16,2089
Acacia nematophylla,Acacia,Fabaceae,2,3
Acacia neobrachycarpa,Acacia,Fabaceae,1,2
Acacia nesophila,Acacia,Fabaceae,1,2
Acacia neurocarpa,Acacia,Fabaceae,6,8
Acacia nigricans,Acacia,Fabaceae,2,4
Acacia nitidula,Acacia,Fabaceae,1,3
Acacia notabilis,Acacia,Fabaceae,2,13
Acacia nuperrima,Acacia,Fabaceae,11,70
Acacia nyssophylla,Acacia,Fabaceae,1,1
Acacia obliquinervia,Acacia,Fabaceae,2,3
Acacia obtusifolia,Acacia,Fabaceae,1,1
Acacia oligoneura,Acacia,Fabaceae,2,4
Acacia oncinocarpa,Acacia,Fabaceae,18,355
Acacia oraria,Acacia,Fabaceae,5,8
Acacia orthocarpa,Acacia,Fabaceae,9,33
Acacia oswaldii,Acacia,Fabaceae,4,20
Acacia oxycedrus,Acacia,Fabaceae,4,31
Acacia paradoxa,Acacia,Fabaceae,13,839
Acacia parramattensis,Acacia,Fabaceae,6,61
Acacia pataczekii,Acacia,Fabaceae,1,121
Acacia pellita,Acacia,Fabaceae,4,4
Acacia pendula,Acacia,Fabaceae,2,3
Acacia penninervis,Acacia,Fabaceae,7,44
Acacia pentadenia,Acacia,Fabaceae,1,1
Acacia peregrinalis,Acacia,Fabaceae,2,24
Acacia platycarpa,Acacia,Fabaceae,10,29
Acacia plectocarpa,Acacia,Fabaceae,17,34
Acacia podalyriifolia,Acacia,Fabaceae,14,74
Acacia polyadenia,Acacia,Fabaceae,3,9
Acacia polystachya,Acacia,Fabaceae,16,115
Acacia praelongata,Acacia,Fabaceae,2,29
Acacia pravissima,Acacia,Fabaceae,6,240
Acacia producta,Acacia,Fabaceae,4,6
Acacia prominens,Acacia,Fabaceae,3,23
Acacia provincialis,Acacia,Fabaceae,4,301
Acacia pruinosa,Acacia,Fabaceae,1,1
Acacia pubescens,Acacia,Fabaceae,1,5
Acacia pubirhachis,Acacia,Fabaceae,2,5
Acacia pulchella,Acacia,Fabaceae,3,3
Acacia pycnantha,Acacia,Fabaceae,19,423
Acacia pyrifolia,Acacia,Fabaceae,11,91
Acacia quadrilateralis,Acacia,Fabaceae,1,10
Acacia quiterajoensis,Acacia,Fabaceae,1,1
Acacia racospermoides,Acacia,Fabaceae,1,6
Acacia ramulosa,Acacia,Fabaceae,1,1
Acacia redolens,Acacia,Fabaceae,1,5
Acacia retinervis,Acacia,Fabaceae,12,50
Acacia retinodes,Acacia,Fabaceae,30,376
Acacia rhigiophylla,Acacia,Fabaceae,1,1
Acacia riceana,Acacia,Fabaceae,5,734
Acacia richii,Acacia,Fabaceae,1,1
Acacia rigens,Acacia,Fabaceae,2,4
Acacia robiniae,Acacia,Fabaceae,1,1
Acacia rostellifera,Acacia,Fabaceae,4,41
Acacia rubida,Acacia,Fabaceae,3,18
Acacia rupicola,Acacia,Fabaceae,3,34
Acacia salicina,Acacia,Fabaceae,13,43
Acacia saligna,Acacia,Fabaceae,82,1855
Acacia schinoides,Acacia,Fabaceae,3,20
Acacia sclerosperma,Acacia,Fabaceae,3,34
Acacia sericoflora,Acacia,Fabaceae,1,1
Acacia sericophylla,Acacia,Fabaceae,1,10
Acacia setulifera,Acacia,Fabaceae,1,2
Acacia siculiformis,Acacia,Fabaceae,1,121
Acacia silvestris,Acacia,Fabaceae,2,4
Acacia simmonsiana,Acacia,Fabaceae,1,83
Acacia simplex,Acacia,Fabaceae,23,154
Acacia simsii,Acacia,Fabaceae,23,163
Acacia sparsiflora,Acacia,Fabaceae,2,6
Acacia spectabilis,Acacia,Fabaceae,2,4
Acacia spinescens,Acacia,Fabaceae,1,272
Acacia spirorbis,Acacia,Fabaceae,36,542
Acacia stellaticeps,Acacia,Fabaceae,1,7
Acacia stigmatophylla,Acacia,Fabaceae,13,43
Acacia stricta,Acacia,Fabaceae,13,706
Acacia suaveolens,Acacia,Fabaceae,19,1092
Acacia subcaerulea,Acacia,Fabaceae,1,4
Acacia sublanata,Acacia,Fabaceae,2,43
Acacia subulata,Acacia,Fabaceae,1,1
Acacia synantha,Acacia,Fabaceae,1,1
Acacia synchronicia,Acacia,Fabaceae,3,29
Acacia terminalis,Acacia,Fabaceae,10,1332
Acacia tetragonophylla,Acacia,Fabaceae,2,21
Acacia torulosa,Acacia,Fabaceae,18,219
Acacia trachycarpa,Acacia,Fabaceae,3,18
Acacia trachyphloia,Acacia,Fabaceae,1,1
Acacia translucens,Acacia,Fabaceae,7,11
Acacia trapezoidea,Acacia,Fabaceae,1,15
Acacia trinervata,Acacia,Fabaceae,1,1
Acacia trineura,Acacia,Fabaceae,1,1
Acacia triptera,Acacia,Fabaceae,1,1
Acacia triquetra,Acacia,Fabaceae,1,266
Acacia trudgeniana,Acacia,Fabaceae,1,6
Acacia truncata,Acacia,Fabaceae,4,5
Acacia tumida,Acacia,Fabaceae,14,42
Acacia ulicifolia,Acacia,Fabaceae,14,526
Acacia ulicina,Acacia,Fabaceae,1,3
Acacia umbellata,Acacia,Fabaceae,6,23
Acacia uncifolia,Acacia,Fabaceae,5,247
Acacia verniciflua,Acacia,Fabaceae,3,34
Acacia verticillata,Acacia,Fabaceae,28,6088
Acacia vestita,Acacia,Fabaceae,1,3
Acacia victoriae,Acacia,Fabaceae,1,1
Acacia wetarensis,Acacia,Fabaceae,2,10
Acacia wickhamii,Acacia,Fabaceae,1,5
Acacia wilhelmiana,Acacia,Fabaceae,1,1
Acacia xiphophylla,Acacia,Fabaceae,1,1
Acacia yirrkallensis,Acacia,Fabaceae,10,74
